IID	sex	pop	experim	meas.by	serum	growth
NA06984	1	CEU	5	5	FBS	43833.9
NA06984	1	CEU	3	5	FBS	60554.274
NA06984	1	CEU	4	5	FBS	64805.8
NA06984	1	CEU	6	5	FBS	59121.63
NA06985	2	CEU	5	10	FBS	42467.601
NA06985	2	CEU	1	7	BGS	44025.597
NA06985	2	CEU	8	2	FBS	65284.428
NA06985	2	CEU	11	12	FBS	63437.055
NA06985	2	CEU	7	12	FBS	47923.029
NA06985	2	CEU	3	3	FBS	49185.543
NA06985	2	CEU	9	12	FBS	54240.483
NA06985	2	CEU	6	10	FBS	42467.601
NA06985	2	CEU	10	11	BGS	44910.8
NA06985	2	CEU	2	7	BGS	34435.863
NA06986	1	CEU	5	5	FBS	123896.09
NA06986	1	CEU	3	5	FBS	115163.092
NA06986	1	CEU	4	5	FBS	135036.5
NA06986	1	CEU	6	5	FBS	66037.17
NA06989	2	CEU	6	5	FBS	83901.02
NA06989	2	CEU	3	5	FBS	114220.887
NA06989	2	CEU	4	5	FBS	111682.43
NA06989	2	CEU	5	5	FBS	117760.57
NA06991	2	CEU	8	2	FBS	115694.634
NA06991	2	CEU	6	10	FBS	NA
NA06991	2	CEU	2	7	BGS	60168.438
NA06991	2	CEU	1	7	BGS	71560.368
NA06991	2	CEU	7	12	FBS	112693.416
NA06991	2	CEU	11	12	FBS	119750.1855
NA06991	2	CEU	5	10	FBS	NA
NA06991	2	CEU	3	3	FBS	113838.714
NA06991	2	CEU	9	12	FBS	117755.682
NA06991	2	CEU	10	11	BGS	81531.1
NA06993	1	CEU	9	12	FBS	63253.905
NA06993	1	CEU	5	10	FBS	81471.225
NA06993	1	CEU	10	11	BGS	63809.46
NA06993	1	CEU	3	3	FBS	111073.7595
NA06993	1	CEU	7	12	FBS	118449.21
NA06993	1	CEU	2	7	BGS	48970.647
NA06993	1	CEU	1	7	BGS	56947.44
NA06993	1	CEU	6	10	FBS	81471.225
NA06993	1	CEU	11	12	FBS	127981.557
NA06993	1	CEU	8	2	FBS	122572.527
NA06994	1	CEU	6	10	FBS	79274.646
NA06994	1	CEU	11	12	FBS	88743.501
NA06994	1	CEU	7	12	FBS	125331.987
NA06994	1	CEU	2	7	BGS	30387.2712
NA06994	1	CEU	10	11	BGS	36060.2
NA06994	1	CEU	8	2	FBS	58689.807
NA06994	1	CEU	9	12	FBS	130581.066
NA06994	1	CEU	1	7	BGS	27639.777
NA06994	1	CEU	3	3	FBS	73983.4425
NA06994	1	CEU	5	10	FBS	79274.646
NA06995	1	CEU	3	5	FBS	80614.083
NA06995	1	CEU	4	5	FBS	71557.93
NA06995	1	CEU	5	5	FBS	89363.77
NA06995	1	CEU	6	5	FBS	63665.87
NA06997	2	CEU	3	5	FBS	60964.0416
NA06997	2	CEU	4	5	FBS	29804.61
NA06997	2	CEU	5	5	FBS	68749.63
NA06997	2	CEU	6	5	FBS	46350.56
NA07000	2	CEU	10	11	BGS	44961.29
NA07000	2	CEU	6	10	FBS	63565.26
NA07000	2	CEU	2	7	BGS	38311.317
NA07000	2	CEU	11	12	FBS	75660.79125
NA07000	2	CEU	1	7	BGS	46158.684
NA07000	2	CEU	9	12	FBS	58297.866
NA07000	2	CEU	7	12	FBS	53995.062
NA07000	2	CEU	8	2	FBS	105548.124
NA07000	2	CEU	5	10	FBS	63565.26
NA07000	2	CEU	3	3	FBS	68776.895
NA07014	2	CEU	3	5	FBS	63676.371
NA07014	2	CEU	4	5	FBS	78764.27
NA07014	2	CEU	5	5	FBS	50494.05
NA07014	2	CEU	6	5	FBS	34575.79
NA07019	2	CEU	9	12	FBS	71957.193
NA07019	2	CEU	3	3	FBS	94377.8055
NA07019	2	CEU	11	12	FBS	100136.652
NA07019	2	CEU	10	11	BGS	43697.7585
NA07019	2	CEU	5	10	FBS	75570.132
NA07019	2	CEU	2	7	BGS	37295.038
NA07019	2	CEU	6	10	FBS	75570.132
NA07019	2	CEU	7	12	FBS	64059.765
NA07019	2	CEU	8	2	FBS	90291.729
NA07019	2	CEU	1	7	BGS	42292.998
NA07022	1	CEU	10	11	BGS	34708.1
NA07022	1	CEU	7	12	FBS	82916.889
NA07022	1	CEU	5	10	FBS	69135.462
NA07022	1	CEU	11	12	FBS	79890.03
NA07022	1	CEU	2	7	BGS	18080.568
NA07022	1	CEU	6	10	FBS	NA
NA07022	1	CEU	1	7	BGS	22727.694
NA07022	1	CEU	3	3	FBS	73010.916
NA07022	1	CEU	9	12	FBS	85196.496
NA07022	1	CEU	8	2	FBS	57269.784
NA07029	1	CEU	8	2	FBS	65721.546
NA07029	1	CEU	7	12	FBS	129063.363
NA07029	1	CEU	10	11	BGS	93587.2
NA07029	1	CEU	9	12	FBS	133016.961
NA07029	1	CEU	6	10	FBS	87920.547
NA07029	1	CEU	5	10	FBS	87920.547
NA07029	1	CEU	2	7	BGS	44460.273
NA07029	1	CEU	11	12	FBS	83925.435
NA07029	1	CEU	3	3	FBS	92604.303
NA07029	1	CEU	1	7	BGS	60597.009
NA07031	2	CEU	4	5	FBS	101253.87
NA07031	2	CEU	5	5	FBS	98892.86
NA07031	2	CEU	6	5	FBS	81879.04
NA07031	2	CEU	3	5	FBS	89930.313
NA07034	1	CEU	3	3	FBS	63178.8135
NA07034	1	CEU	2	7	BGS	25312.7952
NA07034	1	CEU	10	11	BGS	27881.5
NA07034	1	CEU	7	12	FBS	46821.687
NA07034	1	CEU	1	7	BGS	26498.142
NA07034	1	CEU	11	12	FBS	68692.8495
NA07034	1	CEU	6	10	FBS	81054.864
NA07034	1	CEU	8	2	FBS	87604.308
NA07034	1	CEU	5	10	FBS	81054.864
NA07034	1	CEU	9	12	FBS	50400.438
NA07037	2	CEU	5	5	FBS	113138.67
NA07037	2	CEU	4	5	FBS	112067.04
NA07037	2	CEU	6	5	FBS	80641.47
NA07037	2	CEU	3	5	FBS	104240.1888
NA07045	2	CEU	5	5	FBS	86566.46
NA07045	2	CEU	4	5	FBS	79349.53
NA07045	2	CEU	6	5	FBS	61615.32
NA07045	2	CEU	3	5	FBS	59857.083
NA07048	1	CEU	5	10	FBS	NA
NA07048	1	CEU	7	12	FBS	101911.986
NA07048	1	CEU	1	7	BGS	65837.948
NA07048	1	CEU	2	7	BGS	51427.706
NA07048	1	CEU	11	12	FBS	91625.061
NA07048	1	CEU	8	2	FBS	97380.855
NA07048	1	CEU	9	12	FBS	102822.852
NA07048	1	CEU	3	3	FBS	84622.626
NA07048	1	CEU	10	11	BGS	69304
NA07048	1	CEU	6	10	FBS	NA
NA07051	1	CEU	5	5	FBS	62861.15
NA07051	1	CEU	3	5	FBS	66454.146
NA07051	1	CEU	4	5	FBS	52609.05
NA07051	1	CEU	6	5	FBS	45816.8
NA07055	2	CEU	10	11	BGS	49934
NA07055	2	CEU	2	7	BGS	35782.626
NA07055	2	CEU	5	10	FBS	43924.254
NA07055	2	CEU	6	10	FBS	43924.254
NA07055	2	CEU	1	7	BGS	36998.742
NA07055	2	CEU	3	3	FBS	68602.4955
NA07055	2	CEU	11	12	FBS	81568.2945
NA07055	2	CEU	8	2	FBS	70532.286
NA07055	2	CEU	9	12	FBS	92329.578
NA07055	2	CEU	7	12	FBS	109069.488
NA07056	2	CEU	6	10	FBS	NA
NA07056	2	CEU	5	10	FBS	NA
NA07056	2	CEU	10	11	BGS	71429.4768
NA07056	2	CEU	3	3	FBS	108905.874
NA07056	2	CEU	2	7	BGS	40256.37
NA07056	2	CEU	8	2	FBS	106294.155
NA07056	2	CEU	9	12	FBS	114653.7315
NA07056	2	CEU	11	12	FBS	118433.337
NA07056	2	CEU	7	12	FBS	100747.152
NA07056	2	CEU	1	7	BGS	51992.622
NA07345	2	CEU	1	7	BGS	57540.846
NA07345	2	CEU	11	12	FBS	85070.733
NA07345	2	CEU	3	3	FBS	41626.332
NA07345	2	CEU	10	11	BGS	64725.2
NA07345	2	CEU	8	2	FBS	75300.291
NA07345	2	CEU	9	12	FBS	78908.346
NA07345	2	CEU	5	10	FBS	60196.521
NA07345	2	CEU	2	7	BGS	48846.105
NA07345	2	CEU	6	10	FBS	60196.521
NA07345	2	CEU	7	12	FBS	76835.088
NA07346	2	CEU	5	5	FBS	35532.57
NA07346	2	CEU	3	5	FBS	NA
NA07346	2	CEU	4	5	FBS	86523.72
NA07346	2	CEU	6	5	FBS	32983.12
NA07347	1	CEU	5	5	FBS	94798.44
NA07347	1	CEU	3	5	FBS	62850.975
NA07347	1	CEU	4	5	FBS	70764.28
NA07347	1	CEU	6	5	FBS	85438.25
NA07348	2	CEU	6	10	FBS	57034.131
NA07348	2	CEU	8	2	FBS	54697.137
NA07348	2	CEU	9	12	FBS	91572.558
NA07348	2	CEU	5	10	FBS	57034.131
NA07348	2	CEU	3	3	FBS	85001.7465
NA07348	2	CEU	11	12	FBS	93647.037
NA07348	2	CEU	2	7	BGS	44223.399
NA07348	2	CEU	10	11	BGS	45093.3615
NA07348	2	CEU	7	12	FBS	87377.202
NA07348	2	CEU	1	7	BGS	58239.258
NA07349	1	CEU	6	5	FBS	84468.78
NA07349	1	CEU	3	5	FBS	99246.23775
NA07349	1	CEU	4	5	FBS	47885.18
NA07349	1	CEU	5	5	FBS	103200.32
NA07357	1	CEU	6	10	FBS	89689.776
NA07357	1	CEU	7	12	FBS	104018.211
NA07357	1	CEU	9	12	FBS	114720.276
NA07357	1	CEU	11	12	FBS	106853.373
NA07357	1	CEU	3	3	FBS	82549.368
NA07357	1	CEU	5	10	FBS	89689.776
NA07357	1	CEU	2	7	BGS	53838.774
NA07357	1	CEU	10	11	BGS	96997.5
NA07357	1	CEU	1	7	BGS	69708.111
NA07357	1	CEU	8	2	FBS	95117.121
NA07435	1	CEU	4	5	FBS	72144.01
NA07435	1	CEU	5	5	FBS	77950.27
NA07435	1	CEU	6	5	FBS	55807.64
NA07435	1	CEU	3	5	FBS	89733.03429
NA10830	1	CEU	8	2	FBS	93473.655
NA10830	1	CEU	3	3	FBS	83085.387
NA10830	1	CEU	2	7	BGS	53302.755
NA10830	1	CEU	10	11	BGS	67541.65
NA10830	1	CEU	7	12	FBS	96836.289
NA10830	1	CEU	6	10	FBS	43307.649
NA10830	1	CEU	11	12	FBS	99071.94
NA10830	1	CEU	1	7	BGS	57560.382
NA10830	1	CEU	5	10	FBS	109963.26
NA10830	1	CEU	9	12	FBS	121455.312
NA10831	2	CEU	10	11	BGS	44925.5
NA10831	2	CEU	2	7	BGS	29913.279
NA10831	2	CEU	6	10	FBS	33735.009
NA10831	2	CEU	9	12	FBS	72930.33
NA10831	2	CEU	11	12	FBS	64960.863
NA10831	2	CEU	3	3	FBS	49051.8435
NA10831	2	CEU	8	2	FBS	46902.273
NA10831	2	CEU	1	7	BGS	34042.701
NA10831	2	CEU	5	10	FBS	25761.879
NA10831	2	CEU	7	12	FBS	64003.599
NA10835	1	CEU	5	10	FBS	130290.468
NA10835	1	CEU	3	3	FBS	55019.481
NA10835	1	CEU	1	7	BGS	55566.489
NA10835	1	CEU	10	11	BGS	42363.8
NA10835	1	CEU	8	2	FBS	79140.336
NA10835	1	CEU	6	10	FBS	49052.454
NA10835	1	CEU	7	12	FBS	66896.148
NA10835	1	CEU	11	12	FBS	53605.563
NA10835	1	CEU	2	7	BGS	48244.152
NA10835	1	CEU	9	12	FBS	71891.259
NA10836	2	CEU	3	5	FBS	83112.249
NA10836	2	CEU	4	5	FBS	32565.29
NA10836	2	CEU	5	5	FBS	85621.71
NA10836	2	CEU	6	5	FBS	82091.49
NA10837	1	CEU	3	5	FBS	106935.18
NA10837	1	CEU	4	5	FBS	107378.4
NA10837	1	CEU	5	5	FBS	82874.15
NA10837	1	CEU	6	5	FBS	62804.58
NA10838	1	CEU	11	12	FBS	128054.817
NA10838	1	CEU	9	12	FBS	64992.609
NA10838	1	CEU	1	7	BGS	52686.15
NA10838	1	CEU	8	2	FBS	105765.462
NA10838	1	CEU	10	11	BGS	61921.8
NA10838	1	CEU	7	12	FBS	63391.878
NA10838	1	CEU	2	7	BGS	49543.296
NA10838	1	CEU	5	10	FBS	137015.736
NA10838	1	CEU	6	10	FBS	NA
NA10838	1	CEU	3	3	FBS	96454.116
NA10839	2	CEU	5	10	FBS	119226.987
NA10839	2	CEU	3	3	FBS	84813.102
NA10839	2	CEU	1	7	BGS	59090.295
NA10839	2	CEU	9	12	FBS	67555.488
NA10839	2	CEU	7	12	FBS	66577.467
NA10839	2	CEU	8	2	FBS	82741.065
NA10839	2	CEU	10	11	BGS	50113.7472
NA10839	2	CEU	2	7	BGS	54071.985
NA10839	2	CEU	6	10	FBS	50752.086
NA10839	2	CEU	11	12	FBS	90999.909
NA10840	2	CEU	4	5	FBS	100439.46
NA10840	2	CEU	5	5	FBS	82080.5
NA10840	2	CEU	6	5	FBS	59492
NA10840	2	CEU	3	5	FBS	92301.902
NA10842	1	CEU	3	5	FBS	113913.195
NA10842	1	CEU	5	5	FBS	117034.07
NA10842	1	CEU	6	5	FBS	104582.31
NA10842	1	CEU	4	5	FBS	51185.54
NA10843	2	CEU	3	5	FBS	93826.524
NA10843	2	CEU	5	5	FBS	91521.28
NA10843	2	CEU	6	5	FBS	81632.4
NA10843	2	CEU	4	5	FBS	39474.93
NA10845	1	CEU	3	5	FBS	94761.81
NA10845	1	CEU	4	5	FBS	125240.41
NA10845	1	CEU	5	5	FBS	93988.92
NA10845	1	CEU	6	5	FBS	72942.54
NA10846	1	CEU	9	12	FBS	28516.455
NA10846	1	CEU	10	11	BGS	NA
NA10846	1	CEU	2	7	BGS	NA
NA10846	1	CEU	11	12	FBS	46858.01175
NA10846	1	CEU	3	3	FBS	30351.211
NA10846	1	CEU	5	10	FBS	51636.09
NA10846	1	CEU	1	7	BGS	NA
NA10846	1	CEU	6	10	FBS	53037.798
NA10846	1	CEU	8	2	FBS	31113.522
NA10846	1	CEU	7	12	FBS	25017.069
NA10847	2	CEU	5	10	FBS	107985.24
NA10847	2	CEU	10	11	BGS	57170.172
NA10847	2	CEU	1	7	BGS	64726.431
NA10847	2	CEU	3	3	FBS	81967.5615
NA10847	2	CEU	11	12	FBS	92187.942
NA10847	2	CEU	8	2	FBS	79990.152
NA10847	2	CEU	9	12	FBS	69222.153
NA10847	2	CEU	6	10	FBS	107985.24
